Ensembl	Gene	Synonym	Description	Protein.class	Evidence	HPA.evidence	ENTREZID	Gene.name.HPA	myeloid DCStep
ENSG00000141027	NCOR1	 hCIT529I10, hN-CoR, KIAA1047, MGC104216, N-CoR, PPP1R109, TRAC1,	"Nuclear receptor corepressor 1"	"Cancer-related genes, Metabolic proteins, Plasma proteins, Predicted intracellular proteins, Transcription factors"	"Evidence at protein level"	"Evidence at protein level"	9611	NCOR1	TopGeneInFirstStep,DCHighExpr
ENSG00000141232	TOB1	 APRO5, TOB, TROB, TROB1,	"Transducer of ERBB2, 1"	"Predicted intracellular proteins"	"Evidence at protein level"	"Evidence at transcript level"	10140	TOB1	TopGeneInFirstStep,DCHighExpr
ENSG00000141458	NPC1	 SLC65A1,	"NPC intracellular cholesterol transporter 1"	"Disease related genes, Human disease related genes, Metabolic proteins, Potential drug targets, Predicted membrane proteins, Transporters"	"Evidence at protein level"	"Evidence at protein level"	4864	NPC1	DCHighExpr
ENSG00000141504	SAT2	 SSAT2,	"Spermidine/spermine N1-acetyltransferase family member 2"	"Enzymes, Metabolic proteins, Predicted intracellular proteins"	"Evidence at protein level"	"Evidence at protein level"	112483	SAT2	CancerDExpr
ENSG00000141506	PIK3R5	 p101, P101-PI3K,	"Phosphoinositide-3-kinase regulatory subunit 5"	"Disease related genes, Human disease related genes, Metabolic proteins, Predicted intracellular proteins"	"Evidence at protein level"	"Evidence at protein level"	23533	PIK3R5	FunctionGene
ENSG00000141510	TP53	 LFS1, p53,	"Tumor protein p53"	"Cancer-related genes, Disease related genes, Human disease related genes, Plasma proteins, Potential drug targets, Predicted intracellular proteins, Transcription factors, Transporters"	"Evidence at protein level"	"Evidence at protein level"	7157	TP53	TF
ENSG00000141526	SLC16A3	 MCT3, MCT4,	"Solute carrier family 16 member 3"	"Metabolic proteins, Predicted membrane proteins, Transporters"	"Evidence at protein level"	"Evidence at protein level"	9123	SLC16A3	CancerDExpr
ENSG00000141562	NARF	 DKFZp434G0420, FLJ10067, IOP2,	"Nuclear prelamin A recognition factor"	"Predicted intracellular proteins"	"Evidence at protein level"	"Evidence at protein level"	26502	NARF	DCHighExpr
ENSG00000141568	FOXK2	 ILF, ILF1,	"Forkhead box K2"	"Predicted intracellular proteins, Transcription factors"	"Evidence at protein level"	"Evidence at protein level"	3607	FOXK2	TF
ENSG00000141574	SECTM1	 K12,	"Secreted and transmembrane 1"	"Predicted membrane proteins, Predicted secreted proteins"	"Evidence at protein level"	"Evidence at transcript level"	6398	SECTM1	FunctionGene
ENSG00000141646	SMAD4	 DPC4, MADH4,	"SMAD family member 4"	"Cancer-related genes, Disease related genes, Human disease related genes, Predicted intracellular proteins, Transcription factors"	"Evidence at protein level"	"Evidence at protein level"	4089	SMAD4	TF
ENSG00000141682	PMAIP1	 APR, NOXA,	"Phorbol-12-myristate-13-acetate-induced protein 1"	"Predicted intracellular proteins"	"Evidence at protein level"	"Evidence at protein level"	5366	PMAIP1	DCHighExpr
ENSG00000141968	VAV1	 VAV,	"Vav guanine nucleotide exchange factor 1"	"Plasma proteins, Predicted intracellular proteins"	"Evidence at protein level"	"Evidence at protein level"	7409	VAV1	FunctionGene
ENSG00000142065	ZFP14	 KIAA1559, ZNF531,	"ZFP14 zinc finger protein"	"Predicted intracellular proteins, Transcription factors"	"Evidence at protein level"	"Evidence at transcript level"	57677	ZFP14	TF
ENSG00000142089	IFITM3	 1-8U, DSPA2b,	"Interferon induced transmembrane protein 3"	"Predicted intracellular proteins, Predicted membrane proteins, Transporters"	"Evidence at protein level"	"Evidence at transcript level"	10410	IFITM3	TopGeneInFirstStep,CancerDExpr
ENSG00000142166	IFNAR1	 IFNAR, IFRC,	"Interferon alpha and beta receptor subunit 1"	"Cancer-related genes, FDA approved drug targets, Plasma proteins, Predicted intracellular proteins, Predicted membrane proteins, Transporters"	"Evidence at protein level"	"Evidence at protein level"	3454	IFNAR1	FunctionGene,DCHighExpr
ENSG00000142188	TMEM50B	 C21orf4,	"Transmembrane protein 50B"	"Predicted membrane proteins, Transporters"	"Evidence at protein level"	"Evidence at transcript level"	757	TMEM50B	DCHighExpr
ENSG00000142192	APP	 AD1,	"Amyloid beta precursor protein"	"Disease related genes, FDA approved drug targets, Human disease related genes, Plasma proteins, Predicted intracellular proteins, Predicted membrane proteins, Predicted secreted proteins, Transporters"	"Evidence at protein level"	"Evidence at protein level"	351	APP	DCHighExpr
ENSG00000142227	EMP3	 YMP,	"Epithelial membrane protein 3"	"Predicted intracellular proteins, Predicted membrane proteins"	"Evidence at protein level"	"Evidence at transcript level"	2014	EMP3	TopGeneInFirstStep,CancerDExpr,DCHighExpr
ENSG00000142327	RNPEPL1	 ,	"Arginyl aminopeptidase like 1"	"Enzymes, Predicted intracellular proteins"	"Evidence at protein level"	"Evidence at transcript level"	57140	RNPEPL1	DCHighExpr
ENSG00000142347	MYO1F	 ,	"Myosin IF"	"Disease related genes, Plasma proteins, Predicted intracellular proteins"	"Evidence at protein level"	"Evidence at protein level"	4542	MYO1F	CancerDExpr,DCHighExpr
ENSG00000142512	SIGLEC10	 MGC126774, PRO940, SIGLEC-10, SLG2,	"Sialic acid binding Ig like lectin 10"	"Predicted intracellular proteins, Predicted membrane proteins"	"Evidence at protein level"	"Evidence at protein level"	89790	SIGLEC10	CancerDExpr
ENSG00000142528	ZNF473	 DKFZP434N043, HZFP100, KIAA1141,	"Zinc finger protein 473"	"Predicted intracellular proteins"	"Evidence at protein level"	"Evidence at protein level"	25888	ZNF473	TF
ENSG00000142556	ZNF614	 FLJ21941,	"Zinc finger protein 614"	"Predicted intracellular proteins, Transcription factors"	"Evidence at protein level"	"Evidence at transcript level"	80110	ZNF614	TF
ENSG00000142669	SH3BGRL3	 ,	"SH3 domain binding glutamate rich protein like 3"	"Plasma proteins, Predicted intracellular proteins"	"Evidence at protein level"	"Evidence at protein level"	83442	SH3BGRL3	TopGeneInFirstStep,CancerDExpr,DCHighExpr
ENSG00000142765	SYTL1	 exophilin-7, FLJ14996, JFC1, SLP1,	"Synaptotagmin like 1"	"Plasma proteins, Predicted intracellular proteins"	"Evidence at protein level"	"Evidence at protein level"	84958	SYTL1	FunctionGene
ENSG00000142867	BCL10	 c-E10, CARMEN, CIPER, CLAP, mE10,	"BCL10 immune signaling adaptor"	"Cancer-related genes, Disease related genes, Human disease related genes, Predicted intracellular proteins"	"Evidence at protein level"	"Evidence at protein level"	8915	BCL10	FunctionGene
ENSG00000142875	PRKACB	 PKACb,	"Protein kinase cAMP-activated catalytic subunit beta"	"Enzymes, Human disease related genes, Metabolic proteins, Predicted intracellular proteins, RAS pathway related proteins"	"Evidence at protein level"	"Evidence at protein level"	5567	PRKACB	DCHighExpr
ENSG00000143110	C1orf162	 MGC24133,	"Chromosome 1 open reading frame 162"	"Predicted membrane proteins"	"Evidence at protein level"	"Evidence at transcript level"	128346	C1orf162	TopGeneInFirstStep,CancerDExpr,DCHighExpr
ENSG00000143119	CD53	 MOX44, TSPAN25,	"CD53 molecule"	"CD markers, Predicted membrane proteins, Transporters"	"Evidence at protein level"	"Evidence at protein level"	963	CD53	TopGeneInFirstStep,CancerDExpr,DCHighExpr
ENSG00000143157	POGK	 BASS2, KIAA15131, KRBOX2, LST003,	"Pogo transposable element derived with KRAB domain"	"Predicted intracellular proteins"	"Evidence at protein level"	"Evidence at protein level"	57645	POGK	TF
ENSG00000143226	FCGR2A	 CD32, CD32A, CDw32, FCG2, FCGR2, FCGR2A1, IGFR2,	"Fc fragment of IgG receptor IIa"	"CD markers, FDA approved drug targets, Human disease related genes, Plasma proteins, Predicted intracellular proteins, Predicted membrane proteins"	"Evidence at protein level"	"Evidence at protein level"	2212	FCGR2A	TopGeneInFirstStep,CancerDExpr
ENSG00000143319	ISG20L2	 FLJ12671,	"Interferon stimulated exonuclease gene 20 like 2"	"Predicted intracellular proteins"	"Evidence at protein level"	"Evidence at transcript level"	81875	ISG20L2	FunctionGene
ENSG00000143321	HDGF	 HMG1L2,	"Heparin binding growth factor"	"Plasma proteins, Predicted intracellular proteins, Predicted secreted proteins"	"Evidence at protein level"	"Evidence at protein level"	3068	HDGF	FunctionGene,DCHighExpr
ENSG00000143384	MCL1	 BCL2L3, Mcl-1,	"MCL1 apoptosis regulator, BCL2 family member"	"Cancer-related genes, Plasma proteins, Predicted intracellular proteins, Predicted membrane proteins"	"Evidence at protein level"	"Evidence at protein level"	4170	MCL1	CancerDExpr,DCHighExpr
ENSG00000143390	RFX5	 ,	"Regulatory factor X5"	"Disease related genes, Human disease related genes, Predicted intracellular proteins, Transcription factors"	"Evidence at protein level"	"Evidence at protein level"	5993	RFX5	TF
ENSG00000143546	S100A8	 60B8AG, CAGA, CFAG, CGLA, MRP8, P8,	"S100 calcium binding protein A8"	"Cancer-related genes, Plasma proteins, Predicted intracellular proteins, Predicted secreted proteins"	"Evidence at protein level"	"Evidence at protein level"	6279	S100A8	TopGeneInFirstStep,CancerDExpr,DCHighExpr
ENSG00000143641	GALNT2	 GalNAc-T2,	"Polypeptide N-acetylgalactosaminyltransferase 2"	"Disease related genes, Enzymes, Human disease related genes, Metabolic proteins, Plasma proteins, Potential drug targets, Predicted intracellular proteins"	"Evidence at protein level"	"Evidence at protein level"	2590	GALNT2	DCHighExpr
ENSG00000143702	CEP170	 FAM68A, KAB, KIAA0470,	"Centrosomal protein 170"	"Predicted intracellular proteins, Predicted membrane proteins"	"Evidence at protein level"	"Evidence at protein level"	9859	CEP170	CancerDExpr
ENSG00000143815	LBR	 DHCR14B, TDRD18,	"Lamin B receptor"	"Disease related genes, Enzymes, Human disease related genes, Metabolic proteins, Plasma proteins, Potential drug targets, Predicted intracellular proteins, Predicted membrane proteins"	"Evidence at protein level"	"Evidence at protein level"	3930	LBR	DCHighExpr
ENSG00000143878	RHOB	 ARH6, ARHB, MST081, RHOH6,	"Ras homolog family member B"	"Cancer-related genes, Predicted intracellular proteins"	"Evidence at protein level"	"Evidence at transcript level"	388	RHOB	CancerDExpr
ENSG00000143924	EML4	 C2orf2, ELP120, ROPP120,	"EMAP like 4"	"Cancer-related genes, Predicted intracellular proteins"	"Evidence at protein level"	"Evidence at protein level"	27436	EML4	DCHighExpr
ENSG00000143933	CALM2	 CAMII, PHKD,	"Calmodulin 2"	"Disease related genes, Human disease related genes, Metabolic proteins, Predicted intracellular proteins, RAS pathway related proteins"	"Evidence at protein level"	"Evidence at protein level"	805	CALM2	TopGeneInFirstStep,DCHighExpr
ENSG00000143970	ASXL2	 ASXH2, FLJ10898, KIAA1685,	"ASXL transcriptional regulator 2"	"Cancer-related genes, Disease related genes, Human disease related genes, Predicted intracellular proteins"	"Evidence at protein level"	"Evidence at protein level"	55252	ASXL2	DCHighExpr
ENSG00000144021	CIAO1	 CIA1, WDR39,	"Cytosolic iron-sulfur assembly component 1"	"Predicted intracellular proteins"	"Evidence at protein level"	"Evidence at transcript level"	9391	CIAO1	DCHighExpr
ENSG00000144026	ZNF514	 FLJ14457,	"Zinc finger protein 514"	"Predicted intracellular proteins, Transcription factors"	"Evidence at protein level"	"Evidence at transcript level"	84874	ZNF514	TF
ENSG00000144136	SLC20A1	 Glvr-1, GLVR1, PiT-1,	"Solute carrier family 20 member 1"	"Metabolic proteins, Predicted membrane proteins, Transporters"	"Evidence at protein level"	"Evidence at protein level"	6574	SLC20A1	CancerDExpr,DCHighExpr
ENSG00000144218	AFF3	 LAF4, MLLT2-like,	"AF4/FMR2 family member 3"	"Cancer-related genes, Predicted intracellular proteins"	"Evidence at protein level"	"Evidence at protein level"	3899	AFF3	DCHighExpr
ENSG00000144224	UBXN4	 KIAA0242, UBXD2, UBXDC1,	"UBX domain protein 4"	"Predicted intracellular proteins, Predicted membrane proteins"	"Evidence at protein level"	"Evidence at protein level"	23190	UBXN4	DCHighExpr
ENSG00000144455	SUMF1	 FGE, UNQ3037,	"Sulfatase modifying factor 1"	"Disease related genes, Enzymes, Human disease related genes, Potential drug targets, Predicted intracellular proteins"	"Evidence at protein level"	"Evidence at transcript level"	285362	SUMF1	TopGeneInFirstStep
ENSG00000144655	CSRNP1	 AXUD1, DKFZp566F164, FAM130B, TAIP-3, URAX1,	"Cysteine and serine rich nuclear protein 1"	"Predicted intracellular proteins, Transcription factors"	"Evidence at protein level"	"Evidence at protein level"	64651	CSRNP1	TF,DCHighExpr
ENSG00000144747	TMF1	 ARA160, TMF,	"TATA element modulatory factor 1"	"Cancer-related genes, Plasma proteins, Predicted intracellular proteins"	"Evidence at protein level"	"Evidence at protein level"	7110	TMF1	TF,DCHighExpr
ENSG00000144802	NFKBIZ	 FLJ34463, INAP, MAIL,	"NFKB inhibitor zeta"	"Predicted intracellular proteins, Transcription factors"	"Evidence at protein level"	"Evidence at protein level"	64332	NFKBIZ	CancerDExpr,FunctionGene,DCHighExpr
ENSG00000144895	EIF2A	 EIF-2A,	"Eukaryotic translation initiation factor 2A"	"Plasma proteins, Predicted intracellular proteins"	"Evidence at protein level"	"Evidence at protein level"	83939	EIF2A	DCHighExpr
ENSG00000145012	LPP	 ,	"LIM domain containing preferred translocation partner in lipoma"	"Cancer-related genes, Disease related genes, Plasma proteins, Predicted intracellular proteins"	"Evidence at protein level"	"Evidence at protein level"	4026	LPP	DCHighExpr
ENSG00000145016	RUBCN	 KIAA0226, rubicon, rundataxin,	"Rubicon autophagy regulator"	"Disease related genes, Human disease related genes, Predicted intracellular proteins"	"Evidence at protein level"	"Evidence at protein level"	9711	RUBCN	DCHighExpr
ENSG00000145050	MANF	 ARMET, ARP,	"Mesencephalic astrocyte derived neurotrophic factor"	"Plasma proteins, Predicted secreted proteins"	"Evidence at protein level"	"Evidence at protein level"	7873	MANF	FunctionGene,DCHighExpr
ENSG00000145247	OCIAD2	 MGC45416,	"OCIA domain containing 2"	"Predicted intracellular proteins"	"Evidence at protein level"	"Evidence at protein level"	132299	OCIAD2	DCHighExpr
ENSG00000145287	PLAC8	 C15, onzin,	"Placenta associated 8"	"Predicted intracellular proteins"	"Evidence at protein level"	"Evidence at protein level"	51316	PLAC8	TopGeneInFirstStep,CancerDExpr,DCHighExpr
ENSG00000145335	SNCA	 NACP, PARK1, PARK4, PD1,	"Synuclein alpha"	"Disease related genes, Human disease related genes, Plasma proteins, Potential drug targets, Predicted intracellular proteins, Transporters"	"Evidence at protein level"	"Evidence at protein level"	6622	SNCA	TopGeneInFirstStep,DCHighExpr
ENSG00000145354	CISD2	 ERIS, Miner1, NAF-1, WFS2, ZCD2,	"CDGSH iron sulfur domain 2"	"Disease related genes, Human disease related genes, Predicted membrane proteins"	"Evidence at protein level"	"Evidence at protein level"	493856	CISD2	CancerDExpr,DCHighExpr
ENSG00000145416	MARCHF1	 FLJ20668, MARCH-I, MARCH1, RNF171,	"Membrane associated ring-CH-type finger 1"	"Enzymes, Metabolic proteins, Predicted intracellular proteins, Predicted membrane proteins, Transporters"	"Evidence at protein level"	"Evidence at protein level"	55016	MARCHF1	CancerDExpr,DCHighExpr
ENSG00000145495	MARCHF6	 MARCH-VI, MARCH6, RNF176, TEB4,	"Membrane associated ring-CH-type finger 6"	"Disease related genes, Enzymes, Human disease related genes, Metabolic proteins, Potential drug targets, Predicted intracellular proteins, Predicted membrane proteins"	"Evidence at protein level"	"Evidence at protein level"	10299	MARCHF6	DCHighExpr
ENSG00000145545	SRD5A1	 ,	"Steroid 5 alpha-reductase 1"	"Cancer-related genes, Enzymes, FDA approved drug targets, Metabolic proteins, Predicted membrane proteins"	"Evidence at protein level"	"Evidence at transcript level"	6715	SRD5A1	DCHighExpr
ENSG00000145569	OTULINL	 FAM105A, FLJ11127, NET20,	"OTU deubiquitinase with linear linkage specificity like"	"Enzymes, Predicted membrane proteins"	"Evidence at protein level"	"Evidence at transcript level"	54491	OTULINL	CancerDExpr,DCHighExpr
ENSG00000145675	PIK3R1	 GRB1, p85, p85-ALPHA,	"Phosphoinositide-3-kinase regulatory subunit 1"	"Cancer-related genes, Disease related genes, Human disease related genes, Metabolic proteins, Plasma proteins, Predicted intracellular proteins, RAS pathway related proteins"	"Evidence at protein level"	"Evidence at protein level"	5295	PIK3R1	FunctionGene,DCHighExpr
ENSG00000145703	IQGAP2	 ,	"IQ motif containing GTPase activating protein 2"	"Plasma proteins, Predicted intracellular proteins"	"Evidence at protein level"	"Evidence at protein level"	10788	IQGAP2	DCHighExpr
ENSG00000145779	TNFAIP8	 GG2-1, MDC-3.13, SCC-S2,	"TNF alpha induced protein 8"	"Predicted intracellular proteins"	"Evidence at protein level"	"Evidence at protein level"	25816	TNFAIP8	TopGeneInFirstStep,CancerDExpr,DCHighExpr
ENSG00000145782	ATG12	 APG12, APG12L,	"Autophagy related 12"	"Predicted intracellular proteins, Transporters"	"Evidence at protein level"	"Evidence at transcript level"	9140	ATG12	DCHighExpr
ENSG00000145860	RNF145	 FLJ31951,	"Ring finger protein 145"	"Enzymes, Predicted membrane proteins"	"Evidence at protein level"	"Evidence at protein level"	153830	RNF145	DCHighExpr
ENSG00000145901	TNIP1	 ABIN-1, KIAA0113, NAF1, VAN,	"TNFAIP3 interacting protein 1"	"Human disease related genes, Predicted intracellular proteins"	"Evidence at protein level"	"Evidence at protein level"	10318	TNIP1	DCHighExpr
ENSG00000145936	KCNMB1	 hslo-beta,	"Potassium calcium-activated channel subfamily M regulatory beta subunit 1"	"FDA approved drug targets, Predicted membrane proteins, Transporters"	"Evidence at protein level"	"Evidence at transcript level"	3779	KCNMB1	CancerDExpr
ENSG00000146072	TNFRSF21	 CD358, DR6,	"TNF receptor superfamily member 21"	"CD markers, Metabolic proteins, Plasma proteins, Predicted membrane proteins"	"Evidence at protein level"	"Evidence at protein level"	27242	TNFRSF21	FunctionGene,DCHighExpr
